,Class
5797,0
5798,13
5799,3
5800,4
5801,19
5802,2
5803,6
5804,1
5805,12
5806,0
5807,19
5808,4
5809,5
5810,16
5811,16
5812,4
5813,11
5814,5
5815,1
5816,15
5817,11
5818,2
5819,16
5820,11
5821,6
5822,14
5823,3
5824,5
5825,12
5826,2
5827,14
5828,7
5829,2
5830,15
5831,8
5832,16
5833,9
5834,0
5835,5
5836,0
5837,2
5838,3
5839,9
5840,15
5841,9
5842,2
5843,11
5844,19
5845,17
5846,10
5847,16
5848,3
5849,5
5850,1
5851,3
5852,5
5853,11
5854,18
5855,12
5856,15
5857,5
5858,9
5859,15
5860,7
5861,17
5862,2
5863,11
5864,12
5865,1
5866,0
5867,5
5868,16
5869,10
5870,19
5871,1
5872,3
5873,10
5874,17
5875,9
5876,16
5877,12
5878,4
5879,19
5880,15
5881,7
5882,12
5883,14
5884,10
5885,13
5886,10
5887,19
5888,18
5889,17
5890,4
5891,12
5892,9
5893,15
5894,0
5895,1
5896,11
5897,0
5898,4
5899,0
5900,1
5901,3
5902,8
5903,11
5904,10
5905,18
5906,13
5907,10
5908,15
5909,7
5910,7
5911,0
5912,8
5913,14
5914,13
5915,3
5916,3
5917,3
5918,10
5919,15
5920,12
5921,8
5922,2
5923,3
5924,14
5925,12
5926,15
5927,8
5928,8
5929,13
5930,9
5931,3
5932,14
5933,6
5934,15
5935,6
5936,19
5937,3
5938,19
5939,7
5940,10
5941,2
5942,1
5943,16
5944,17
5945,14
5946,13
5947,9
5948,6
5949,9
5950,16
5951,2
5952,6
5953,2
5954,18
5955,15
5956,9
5957,10
5958,10
5959,6
5960,13
5961,9
5962,1
5963,5
5964,19
5965,0
5966,11
5967,11
5968,16
5969,12
5970,15
5971,18
5972,17
5973,10
5974,16
5975,15
5976,3
5977,7
5978,13
5979,12
5980,7
5981,14
5982,8
5983,7
5984,13
5985,10
5986,5
5987,1
5988,12
5989,13
5990,11
5991,18
5992,19
5993,9
5994,2
5995,13
5996,16
5997,17
5998,7
5999,4
6000,3
6001,13
6002,4
6003,7
6004,1
6005,3
6006,1
6007,11
6008,19
6009,0
6010,15
6011,13
6012,3
6013,19
6014,7
6015,1
6016,5
6017,18
6018,15
6019,6
6020,12
6021,8
6022,1
6023,10
6024,19
6025,17
6026,15
6027,9
6028,18
6029,0
6030,3
6031,1
6032,16
6033,19
6034,0
6035,4
6036,0
6037,1
6038,13
6039,15
6040,18
6041,13
6042,16
6043,4
6044,7
6045,11
6046,1
6047,8
6048,10
6049,2
6050,11
6051,6
6052,14
6053,5
6054,17
6055,12
6056,12
6057,0
6058,14
6059,18
6060,13
6061,10
6062,14
6063,3
6064,19
6065,10
6066,5
6067,18
6068,10
6069,5
6070,17
6071,8
6072,5
6073,2
6074,17
6075,9
6076,1
6077,16
6078,17
6079,9
6080,17
6081,3
6082,4
6083,2
6084,14
6085,1
6086,14
6087,4
6088,11
6089,12
6090,5
6091,7
6092,16
6093,14
6094,11
6095,14
6096,7
6097,2
6098,6
6099,11
6100,8
6101,7
6102,6
6103,18
6104,3
6105,7
6106,13
6107,2
6108,15
6109,5
6110,14
6111,9
6112,9
6113,14
6114,1
6115,8
6116,1
6117,6
6118,18
6119,0
6120,17
6121,6
6122,3
6123,19
6124,5
6125,14
6126,5
6127,7
6128,17
6129,7
6130,15
6131,11
6132,7
6133,10
6134,16
6135,19
6136,6
6137,7
6138,7
6139,9
6140,13
6141,7
6142,6
6143,1
6144,3
6145,10
6146,4
6147,12
6148,17
6149,7
6150,19
6151,6
6152,7
6153,2
6154,6
6155,14
6156,3
6157,6
6158,18
6159,16
6160,3
6161,7
6162,14
6163,16
6164,11
6165,10
6166,16
6167,17
6168,1
6169,7
6170,9
6171,14
6172,8
6173,7
6174,16
6175,2
6176,6
6177,0
6178,7
6179,4
6180,16
6181,12
6182,8
6183,16
6184,4
6185,17
6186,10
6187,12
6188,4
6189,0
6190,17
6191,14
6192,14
6193,3
6194,0
6195,1
6196,18
6197,8
6198,3
6199,9
6200,6
6201,14
6202,17
6203,3
6204,8
6205,17
6206,5
6207,13
6208,15
6209,8
6210,13
6211,15
6212,1
6213,2
6214,9
6215,9
6216,4
6217,2
6218,3
6219,1
6220,9
6221,8
6222,14
6223,12
6224,16
6225,11
6226,7
6227,16
6228,15
6229,5
6230,6
6231,9
6232,7
6233,14
6234,17
6235,3
6236,19
6237,14
6238,7
6239,0
6240,11
6241,3
6242,0
6243,13
6244,14
6245,1
6246,7
6247,10
6248,17
6249,12
6250,13
6251,11
6252,2
6253,17
6254,5
6255,18
6256,3
6257,13
6258,4
6259,5
6260,10
6261,18
6262,15
6263,17
6264,16
6265,8
6266,8
6267,16
6268,18
6269,16
6270,12
6271,2
6272,18
6273,13
6274,6
6275,7
6276,7
6277,18
6278,17
6279,12
6280,6
6281,16
6282,11
6283,19
6284,16
6285,2
6286,0
6287,18
6288,8
6289,13
6290,0
6291,8
6292,19
6293,10
6294,6
6295,0
6296,1
6297,10
6298,18
6299,11
6300,15
6301,12
6302,17
6303,1
6304,15
6305,14
6306,14
6307,18
6308,13
6309,4
6310,17
6311,8
6312,8
6313,6
6314,3
6315,13
6316,6
6317,14
6318,5
6319,15
6320,17
6321,16
6322,4
6323,4
6324,11
6325,1
6326,17
6327,6
6328,17
6329,11
6330,17
6331,2
6332,0
6333,6
6334,4
6335,2
6336,19
6337,8
6338,16
6339,3
6340,3
6341,17
6342,14
6343,10
6344,13
6345,1
6346,11
6347,14
6348,16
6349,2
6350,12
6351,15
6352,13
6353,1
6354,18
6355,0
6356,15
6357,5
6358,0
6359,17
6360,16
6361,15
6362,2
6363,13
6364,16
6365,18
6366,13
6367,7
6368,17
6369,6
6370,11
6371,9
6372,10
6373,13
6374,1
6375,19
6376,16
6377,6
6378,0
6379,12
6380,19
6381,11
6382,18
6383,12
6384,14
6385,18
6386,15
6387,19
6388,1
6389,15
6390,10
6391,8
6392,17
6393,14
6394,9
6395,9
6396,10
6397,14
6398,13
6399,7
6400,3
6401,16
6402,19
6403,4
6404,0
6405,11
6406,8
6407,0
6408,19
6409,7
6410,6
6411,9
6412,7
6413,4
6414,11
6415,17
6416,14
6417,9
6418,5
6419,0
6420,12
6421,10
6422,15
6423,3
6424,3
6425,15
6426,6
6427,16
6428,16
6429,4
6430,16
6431,0
6432,0
6433,1
6434,2
6435,2
6436,0
6437,5
6438,9
6439,8
6440,2
6441,6
6442,10
6443,6
6444,15
6445,5
6446,3
6447,10
6448,16
6449,1
6450,14
6451,11
6452,18
6453,8
6454,9
6455,2
6456,4
6457,19
6458,4
6459,10
6460,11
6461,8
6462,0
6463,12
6464,11
6465,7
6466,7
6467,15
6468,7
6469,3
6470,14
6471,0
6472,7
6473,13
6474,9
6475,9
6476,17
6477,4
6478,15
6479,4
6480,16
6481,17
6482,14
6483,6
6484,8
6485,18
6486,14
6487,8
6488,15
6489,2
6490,18
6491,7
6492,6
6493,0
6494,17
6495,16
6496,3
6497,15
6498,13
6499,3
6500,5
6501,15
6502,1
6503,19
6504,17
6505,5
6506,16
6507,9
6508,3
6509,13
6510,5
6511,18
6512,6
6513,1
6514,5
6515,6
6516,2
6517,3
6518,17
6519,8
6520,9
6521,0
6522,11
6523,7
6524,18
6525,17
6526,16
6527,7
6528,9
6529,0
6530,9
6531,5
6532,1
6533,17
6534,11
6535,17
6536,0
6537,11
6538,18
6539,11
6540,13
6541,3
6542,10
6543,3
6544,14
6545,8
6546,15
6547,6
6548,17
6549,11
6550,12
6551,18
6552,8
6553,0
6554,2
6555,14
6556,14
6557,0
6558,3
6559,1
6560,7
6561,11
6562,19
6563,3
6564,12
6565,9
6566,5
6567,2
6568,3
6569,17
6570,9
6571,4
6572,15
6573,13
6574,13
6575,14
6576,2
6577,9
6578,12
6579,3
6580,6
6581,14
6582,11
6583,1
6584,3
6585,18
6586,12
6587,5
6588,13
6589,5
6590,7
6591,14
6592,4
6593,13
6594,8
6595,13
6596,11
6597,12
6598,7
6599,12
6600,12
6601,18
6602,15
6603,9
6604,17
6605,5
6606,17
6607,10
6608,11
6609,11
6610,15
6611,2
6612,0
6613,7
6614,7
6615,13
6616,15
6617,8
6618,4
6619,1
6620,3
6621,12
6622,2
6623,1
6624,17
6625,3
6626,15
6627,16
6628,9
6629,16
6630,14
6631,11
6632,15
6633,18
6634,12
6635,3
6636,18
6637,0
6638,17
6639,13
6640,6
6641,1
6642,6
6643,1
6644,13
6645,2
6646,0
6647,0
6648,18
6649,14
6650,9
6651,18
6652,4
6653,18
6654,13
6655,12
6656,16
6657,15
6658,7
6659,12
6660,3
6661,15
6662,13
6663,6
6664,11
6665,2
6666,18
6667,3
6668,15
6669,13
6670,1
6671,7
6672,0
6673,2
6674,10
6675,19
6676,6
6677,10
6678,8
6679,11
6680,7
6681,16
6682,0
6683,1
6684,8
6685,14
6686,9
6687,10
6688,7
6689,12
6690,16
6691,12
6692,7
6693,13
6694,13
6695,12
6696,6
6697,16
6698,9
6699,13
6700,19
6701,19
6702,6
6703,2
6704,3
6705,14
6706,8
6707,6
6708,11
6709,14
6710,3
6711,17
6712,12
6713,13
6714,19
6715,11
6716,14
6717,9
6718,3
6719,8
6720,7
6721,15
6722,12
6723,0
6724,5
6725,14
6726,14
6727,1
6728,12
6729,1
6730,10
6731,12
6732,8
6733,18
6734,0
6735,10
6736,5
6737,18
6738,18
6739,6
6740,18
6741,8
6742,17
6743,4
6744,4
6745,5
6746,19
6747,13
6748,3
6749,9
6750,5
6751,7
6752,3
6753,8
6754,15
6755,14
6756,12
6757,12
6758,11
6759,8
6760,9
6761,11
6762,5
6763,15
6764,15
6765,4
6766,6
6767,4
6768,2
6769,19
6770,5
6771,19
6772,4
6773,9
6774,2
6775,13
6776,5
6777,12
6778,13
6779,15
6780,11
6781,19
6782,9
6783,5
6784,8
6785,8
6786,1
6787,10
6788,0
6789,0
6790,7
6791,11
6792,7
6793,2
6794,7
6795,0
6796,0
6797,7
6798,0
6799,7
6800,6
6801,14
6802,4
6803,11
6804,9
6805,5
6806,12
6807,2
6808,17
6809,13
6810,4
6811,9
6812,9
6813,8
6814,16
6815,17
6816,15
6817,9
6818,11
6819,7
6820,6
6821,11
6822,2
6823,12
6824,1
6825,2
6826,1
6827,17
6828,0
6829,7
6830,12
6831,9
6832,0
6833,0
6834,1
6835,7
6836,13
6837,9
6838,1
6839,9
6840,6
6841,17
6842,4
6843,3
6844,7
6845,6
6846,3
6847,10
6848,3
6849,12
6850,1
6851,4
6852,15
6853,14
6854,2
6855,10
6856,5
6857,10
6858,13
6859,8
6860,8
6861,10
6862,5
6863,17
6864,16
6865,15
6866,14
6867,0
6868,13
6869,11
6870,6
6871,12
6872,0
6873,19
6874,18
6875,16
6876,9
6877,14
6878,7
6879,1
6880,19
6881,3
6882,17
6883,8
6884,16
6885,12
6886,8
6887,17
6888,15
6889,7
6890,18
6891,9
6892,3
6893,0
6894,4
6895,2
6896,2
6897,1
6898,6
6899,1
6900,15
6901,8
6902,6
6903,7
6904,3
6905,11
6906,6
6907,15
6908,10
6909,5
6910,5
6911,4
6912,7
6913,6
6914,17
6915,1
6916,7
6917,9
6918,18
6919,9
6920,19
6921,12
6922,14
6923,12
6924,11
6925,4
6926,14
6927,3
6928,1
6929,3
6930,2
6931,11
6932,14
6933,5
6934,1
6935,3
6936,15
6937,16
6938,13
6939,2
6940,10
6941,7
6942,6
6943,5
6944,11
6945,16
6946,1
6947,4
6948,0
6949,18
6950,1
6951,6
6952,11
6953,3
6954,19
6955,3
6956,15
6957,0
6958,9
6959,8
6960,3
6961,5
6962,12
6963,2
6964,3
6965,9
6966,11
6967,2
6968,1
6969,16
6970,15
6971,10
6972,18
6973,14
6974,14
6975,17
6976,15
6977,7
6978,18
6979,15
6980,7
6981,18
6982,13
6983,0
6984,0
6985,8
6986,11
6987,12
6988,19
6989,3
6990,9
6991,4
6992,5
6993,0
6994,6
6995,8
6996,16
6997,3
6998,14
6999,14
7000,11
7001,15
7002,14
7003,19
7004,12
7005,4
7006,10
7007,12
7008,16
7009,3
7010,16
7011,13
7012,10
7013,13
7014,5
7015,18
7016,13
7017,13
7018,19
7019,8
7020,17
7021,17
7022,14
7023,11
7024,12
7025,7
7026,5
7027,12
7028,17
7029,17
7030,12
7031,16
7032,4
7033,13
7034,11
7035,4
7036,2
7037,18
7038,5
7039,11
7040,2
7041,8
7042,1
7043,9
7044,10
7045,11
7046,2
7047,8
7048,11
7049,13
7050,1
7051,15
7052,8
7053,16
7054,5
7055,0
7056,17
7057,14
7058,12
7059,5
7060,11
7061,7
7062,1
7063,4
7064,4
7065,3
7066,14
7067,14
7068,4
7069,18
7070,4
7071,19
7072,4
7073,3
7074,17
7075,11
7076,2
7077,5
7078,18
7079,15
7080,16
7081,8
7082,19
7083,17
7084,9
7085,7
7086,8
7087,11
7088,11
7089,0
7090,15
7091,14
7092,5
7093,2
7094,11
7095,11
7096,17
7097,8
7098,9
7099,17
7100,17
7101,10
7102,17
7103,15
7104,5
7105,10
7106,5
7107,13
7108,1
7109,9
7110,17
7111,15
7112,11
7113,1
7114,7
7115,11
7116,4
7117,6
7118,5
7119,1
7120,17
7121,11
7122,15
7123,2
7124,0
7125,16
7126,4
7127,13
7128,11
7129,9
7130,0
7131,16
7132,14
7133,8
7134,2
7135,3
7136,14
7137,10
7138,0
7139,13
7140,4
7141,4
7142,4
7143,7
7144,7
7145,11
7146,1
7147,9
7148,12
7149,10
7150,2
7151,9
7152,15
7153,12
7154,15
7155,2
7156,13
7157,13
7158,3
7159,8
7160,7
7161,4
7162,10
7163,1
7164,7
7165,18
7166,2
7167,10
7168,3
7169,4
7170,7
7171,15
7172,6
7173,5
7174,16
7175,9
7176,11
7177,12
7178,18
7179,11
7180,4
7181,0
7182,18
7183,9
7184,10
7185,15
7186,5
7187,12
7188,7
7189,15
7190,12
7191,4
7192,8
7193,17
7194,7
7195,9
7196,19
7197,3
7198,4
7199,10
7200,5
7201,9
7202,15
7203,15
7204,16
7205,18
7206,7
7207,6
7208,5
7209,16
7210,18
7211,6
7212,14
7213,16
7214,1
7215,14
7216,15
7217,16
7218,5
7219,16
7220,12
7221,7
7222,15
7223,8
7224,1
7225,18
7226,15
7227,15
7228,13
7229,17
7230,14
7231,15
7232,9
7233,18
7234,10
7235,12
7236,15
7237,14
7238,8
7239,12
7240,8
7241,14
7242,4
7243,7
7244,18
7245,5
7246,7
7247,9
7248,5
7249,17
7250,9
7251,9
7252,4
7253,13
7254,18
7255,18
7256,0
7257,4
7258,13
7259,10
7260,15
7261,16
7262,4
7263,18
7264,17
7265,9
7266,17
7267,4
7268,5
7269,14
7270,3
7271,4
7272,2
7273,6
7274,17
7275,8
7276,17
7277,1
7278,11
7279,16
7280,17
7281,11
7282,8
7283,9
7284,13
7285,9
7286,7
7287,17
7288,18
7289,13
7290,11
7291,2
7292,14
7293,4
7294,6
7295,3
7296,15
7297,9
7298,4
7299,8
7300,19
7301,1
7302,9
7303,16
7304,8
7305,16
7306,3
7307,3
7308,1
7309,6
7310,4
7311,9
7312,9
7313,7
7314,1
7315,16
7316,1
7317,15
7318,6
7319,10
7320,15
7321,4
7322,3
7323,8
7324,12
7325,3
7326,2
7327,15
7328,1
7329,6
7330,14
7331,19
7332,2
7333,15
7334,11
7335,9
7336,9
7337,2
7338,19
7339,17
7340,18
7341,1
7342,6
7343,16
7344,0
7345,12
7346,1
7347,6
7348,13
7349,18
7350,10
7351,0
7352,8
7353,6
7354,5
7355,15
7356,13
7357,6
7358,15
7359,12
7360,3
7361,13
7362,9
7363,4
7364,18
7365,4
7366,2
7367,3
7368,16
7369,13
7370,11
7371,17
7372,10
7373,5
7374,6
7375,5
7376,4
7377,6
7378,5
7379,3
7380,10
7381,19
7382,4
7383,12
7384,13
7385,13
7386,1
7387,14
7388,6
7389,18
7390,5
7391,18
7392,13
7393,6
7394,15
7395,13
7396,5
7397,3
7398,5
7399,14
7400,16
7401,2
7402,7
7403,17
7404,16
7405,10
7406,4
7407,11
7408,14
7409,4
7410,7
7411,15
7412,10
7413,2
7414,19
7415,7
7416,7
7417,4
7418,15
7419,0
7420,13
7421,2
7422,6
7423,8
7424,6
7425,15
7426,10
7427,15
7428,12
7429,13
7430,9
7431,15
7432,13
7433,19
7434,19
7435,13
7436,17
7437,13
7438,4
7439,12
7440,2
7441,1
7442,10
7443,16
7444,13
7445,16
7446,16
7447,11
7448,14
7449,8
7450,0
7451,0
7452,11
7453,3
7454,12
7455,15
7456,10
7457,2
7458,14
7459,3
7460,2
7461,5
7462,19
7463,6
7464,2
7465,14
7466,19
7467,13
7468,17
7469,6
7470,14
7471,2
7472,11
7473,14
7474,18
7475,13
7476,12
7477,17
7478,5
7479,8
7480,1
7481,4
7482,5
7483,11
7484,10
7485,19
7486,15
7487,3
7488,11
7489,5
7490,12
7491,3
7492,1
7493,17
7494,0
7495,5
7496,18
7497,10
7498,5
7499,10
7500,16
7501,11
7502,11
7503,12
7504,0
7505,8
7506,2
7507,2
7508,12
7509,11
7510,3
7511,11
7512,13
7513,8
7514,1
7515,10
7516,9
7517,15
7518,3
7519,2
7520,2
7521,16
7522,18
7523,4
7524,0
7525,11
7526,15
7527,16
7528,19
7529,12
7530,19
7531,14
7532,17
7533,6
7534,14
7535,5
7536,1
7537,5
7538,13
7539,14
7540,17
7541,15
7542,4
7543,15
7544,6
7545,19
7546,15
7547,13
7548,10
7549,16
7550,5
7551,15
7552,9
7553,18
7554,17
7555,18
7556,4
7557,11
7558,18
7559,12
7560,10
7561,13
7562,10
7563,18
7564,17
7565,15
7566,18
7567,9
7568,11
7569,2
7570,13
7571,2
7572,0
7573,15
7574,2
7575,1
7576,6
7577,9
7578,8
7579,5
7580,6
7581,19
7582,16
7583,12
7584,15
7585,19
7586,11
7587,11
7588,7
7589,4
7590,2
7591,14
7592,12
7593,12
7594,18
7595,6
7596,9
7597,11
7598,12
7599,14
7600,4
7601,15
7602,3
7603,8
7604,10
7605,15
7606,13
7607,15
7608,5
7609,5
7610,17
7611,3
7612,5
7613,16
7614,12
7615,12
7616,11
7617,13
7618,5
7619,7
7620,17
7621,0
7622,17
7623,2
7624,10
7625,7
7626,10
7627,16
7628,0
7629,15
7630,6
7631,4
7632,15
7633,16
7634,4
7635,7
7636,9
7637,11
7638,10
7639,13
7640,12
7641,0
7642,5
7643,18
7644,4
7645,3
7646,6
7647,12
7648,6
7649,18
7650,0
7651,13
7652,13
7653,5
7654,15
7655,4
7656,14
7657,7
7658,9
7659,7
7660,12
7661,7
7662,12
7663,2
7664,16
7665,9
7666,9
7667,8
7668,3
7669,10
7670,2
7671,7
7672,7
7673,1
7674,14
7675,13
7676,5
7677,13
7678,9
7679,16
7680,4
7681,11
7682,2
7683,15
7684,1
7685,12
7686,14
7687,0
7688,8
7689,14
7690,3
7691,4
7692,15
7693,10
7694,11
7695,19
7696,11
7697,6
7698,7
7699,10
7700,5
7701,18
7702,7
7703,13
7704,4
7705,15
7706,4
7707,8
7708,15
7709,13
7710,10
7711,7
7712,4
7713,12
7714,13
7715,3
7716,6
7717,10
7718,12
7719,2
7720,0
7721,17
7722,4
7723,17
7724,16
7725,8
7726,2
7727,2
7728,2
7729,0
7730,17
7731,10
7732,17
7733,7
7734,9
7735,19
7736,4
7737,10
7738,11
7739,8
7740,19
7741,18
7742,8
7743,12
7744,16
7745,14
7746,14
7747,1
7748,5
7749,0
7750,12
7751,6
7752,8
7753,11
7754,0
7755,17
7756,11
7757,17
7758,10
7759,8
7760,12
7761,16
7762,6
7763,1
7764,12
7765,13
7766,7
7767,2
7768,4
7769,5
7770,3
7771,15
7772,11
7773,7
7774,12
7775,16
7776,2
7777,8
7778,5
7779,7
7780,1
7781,7
7782,11
7783,9
7784,19
7785,0
7786,15
7787,16
7788,10
7789,17
7790,19
7791,1
7792,2
7793,10
7794,3
7795,16
7796,15
7797,8
7798,10
7799,19
7800,11
7801,14
7802,18
7803,15
7804,14
7805,3
7806,5
7807,10
7808,8
7809,2
7810,17
7811,9
7812,3
7813,9
7814,1
7815,12
7816,10
7817,7
7818,3
7819,7
7820,14
7821,3
7822,5
7823,3
7824,9
7825,7
7826,3
7827,1
7828,10
7829,14
7830,7
7831,9
7832,1
7833,5
7834,17
7835,2
7836,3
7837,9
7838,1
7839,5
7840,7
7841,18
7842,5
7843,1
7844,17
7845,1
7846,2
7847,1
7848,11
7849,12
7850,3
7851,14
7852,11
7853,14
7854,12
7855,2
7856,2
7857,15
7858,16
7859,10
7860,3
7861,5
7862,13
7863,9
7864,1
7865,14
7866,15
7867,2
7868,15
7869,4
7870,17
7871,2
7872,14
7873,13
7874,10
7875,17
7876,10
7877,13
7878,3
7879,6
7880,5
7881,6
7882,0
7883,11
7884,6
7885,9
7886,1
7887,9
7888,12
7889,10
7890,19
7891,3
7892,8
7893,7
7894,4
7895,9
7896,19
7897,10
7898,11
7899,1
7900,1
7901,15
7902,1
7903,17
7904,8
7905,4
7906,5
7907,18
7908,12
7909,16
7910,10
7911,5
7912,19
7913,12
7914,9
7915,5
7916,17
7917,3
7918,0
7919,12
7920,11
7921,16
7922,1
7923,5
7924,3
7925,1
7926,14
7927,5
7928,13
7929,7
7930,9
7931,8
7932,15
7933,13
7934,8
7935,17
7936,13
7937,15
7938,15
7939,8
7940,14
7941,16
7942,9
7943,0
7944,7
7945,0
7946,18
7947,17
7948,9
7949,11
7950,18
7951,3
7952,8
7953,14
7954,8
7955,5
7956,4
7957,14
7958,14
7959,7
7960,18
7961,11
7962,6
7963,0
7964,4
7965,7
7966,2
7967,16
7968,5
7969,12
7970,12
7971,17
7972,4
7973,6
7974,0
7975,13
7976,17
7977,11
7978,8
7979,1
7980,16
7981,4
7982,13
7983,2
7984,0
7985,9
7986,0
7987,15
7988,11
7989,7
7990,6
7991,6
7992,18
7993,2
7994,14
7995,8
7996,11
7997,14
7998,18
7999,1
8000,1
8001,19
8002,10
8003,16
8004,8
8005,16
8006,2
8007,13
8008,8
8009,8
8010,3
8011,2
8012,11
8013,7
8014,18
8015,5
8016,17
8017,14
8018,1
8019,6
8020,18
8021,3
8022,17
8023,4
8024,12
8025,6
8026,5
8027,1
8028,17
8029,11
8030,18
8031,6
8032,10
8033,13
8034,13
8035,11
8036,0
8037,0
8038,2
8039,12
8040,12
8041,13
8042,19
8043,5
8044,0
8045,18
8046,13
8047,4
8048,2
8049,18
8050,6
8051,15
8052,9
8053,12
8054,4
8055,6
8056,14
8057,7
8058,7
8059,7
8060,7
8061,14
8062,15
8063,8
8064,6
8065,15
8066,5
8067,1
8068,12
8069,11
8070,7
8071,1
8072,2
8073,17
8074,12
8075,10
8076,19
8077,19
8078,13
8079,14
8080,16
8081,10
8082,5
8083,5
8084,12
8085,4
8086,18
8087,2
8088,19
8089,10
8090,4
8091,19
8092,8
8093,7
8094,15
8095,17
8096,4
8097,14
8098,12
8099,8
8100,3
8101,4
8102,0
8103,3
8104,6
8105,15
8106,2
8107,12
8108,5
8109,6
8110,4
8111,6
8112,2
8113,3
8114,8
8115,9
8116,15
8117,4
8118,1
8119,17
8120,15
8121,3
8122,5
8123,10
8124,13
8125,3
8126,2
8127,14
8128,11
8129,15
8130,6
8131,5
8132,6
8133,14
8134,6
8135,2
8136,6
8137,12
8138,8
8139,7
8140,17
8141,19
8142,16
8143,1
8144,17
8145,13
8146,12
8147,5
8148,18
8149,6
8150,10
8151,3
8152,0
8153,3
8154,10
8155,14
8156,4
8157,15
8158,5
8159,13
8160,16
8161,12
8162,2
8163,1
8164,17
8165,4
8166,2
8167,2
8168,0
8169,12
8170,8
8171,17
8172,16
8173,10
8174,15
8175,16
8176,14
8177,10
8178,2
8179,15
8180,5
8181,8
8182,8
8183,11
8184,18
8185,9
8186,2
8187,4
8188,9
8189,12
8190,14
8191,4
8192,17
8193,6
8194,3
8195,18
8196,15
8197,12
8198,2
8199,15
8200,6
8201,9
8202,16
8203,17
8204,0
8205,2
8206,1
8207,7
8208,17
8209,1
8210,12
8211,9
8212,14
8213,5
8214,1
8215,17
8216,9
8217,7
8218,15
8219,3
8220,18
8221,7
8222,4
8223,14
8224,15
8225,15
8226,7
8227,2
8228,9
8229,11
8230,16
8231,16
8232,8
8233,15
8234,4
8235,13
8236,11
8237,14
8238,4
8239,8
8240,15
8241,3
8242,12
8243,9
8244,11
8245,13
8246,19
8247,10
8248,7
8249,3
8250,17
8251,0
8252,5
8253,7
8254,15
8255,17
8256,9
8257,6
8258,8
8259,4
8260,18
8261,9
8262,16
8263,13
8264,3
8265,4
8266,16
8267,10
8268,1
8269,11
8270,19
8271,5
8272,3
8273,16
8274,3
8275,13
8276,15
8277,2
8278,0
8279,12
8280,4
8281,17
8282,0
8283,13
8284,2
8285,1
8286,16
8287,14
8288,19
8289,6
8290,11
8291,2
8292,2
8293,6
8294,8
8295,0
8296,12
8297,11
8298,19
8299,14
8300,14
8301,7
8302,17
8303,1
8304,2
8305,10
8306,12
8307,5
8308,1
8309,3
8310,4
8311,11
8312,9
8313,13
8314,15
8315,1
8316,4
8317,16
8318,3
8319,8
8320,4
8321,14
8322,5
8323,3
8324,15
8325,1
8326,1
8327,11
8328,17
8329,12
8330,17
8331,2
8332,11
8333,4
8334,1
8335,1
8336,2
8337,18
8338,17
8339,8
8340,11
8341,16
8342,6
8343,7
8344,4
8345,7
8346,0
8347,10
8348,9
8349,14
8350,10
8351,2
8352,0
8353,12
8354,4
8355,14
8356,17
8357,3
8358,10
8359,2
8360,13
8361,16
8362,1
8363,12
8364,11
8365,9
8366,19
8367,2
8368,11
8369,1
8370,9
8371,3
8372,18
8373,4
8374,12
8375,15
8376,8
8377,1
8378,4
8379,10
8380,1
8381,6
8382,7
8383,19
8384,18
8385,1
8386,14
8387,1
8388,2
8389,2
8390,13
8391,3
8392,10
8393,10
8394,1
8395,11
8396,12
8397,14
8398,10
8399,8
8400,7
8401,16
8402,9
8403,5
8404,3
8405,7
8406,18
8407,7
8408,10
8409,10
8410,4
8411,9
8412,5
8413,3
8414,3
8415,9
8416,11
8417,6
8418,16
8419,17
8420,6
8421,0
8422,3
8423,12
8424,13
8425,1
8426,5
8427,0
8428,4
8429,7
8430,19
8431,5
8432,4
8433,19
8434,8
8435,15
8436,19
8437,2
8438,13
8439,12
8440,0
8441,18
8442,8
8443,15
8444,15
8445,3
8446,13
8447,6
8448,0
8449,11
8450,19
8451,7
8452,19
8453,8
8454,3
8455,8
8456,12
8457,5
8458,3
8459,12
8460,4
8461,17
8462,16
8463,9
8464,12
8465,1
8466,16
8467,4
8468,5
8469,0
8470,14
8471,0
8472,8
8473,7
8474,10
8475,15
8476,18
8477,6
8478,15
8479,7
8480,10
8481,17
8482,15
8483,6
8484,8
8485,5
8486,13
8487,18
8488,9
8489,9
8490,7
8491,6
8492,9
8493,16
8494,12
8495,12
8496,13
8497,5
8498,17
8499,19
8500,8
8501,5
8502,19
8503,14
8504,16
8505,15
8506,0
8507,12
8508,9
8509,8
8510,13
8511,5
8512,6
8513,17
8514,4
8515,2
8516,0
8517,8
8518,13
8519,19
8520,13
8521,2
8522,18
8523,9
8524,18
8525,18
8526,11
8527,10
8528,7
8529,10
8530,14
8531,18
8532,2
8533,4
8534,6
8535,14
8536,18
8537,8
8538,19
8539,9
8540,2
8541,11
8542,13
8543,17
8544,15
8545,3
8546,4
8547,10
8548,17
8549,6
8550,15
8551,10
8552,2
8553,4
8554,6
8555,15
8556,5
8557,16
8558,14
8559,1
8560,7
8561,5
8562,7
8563,14
8564,15
8565,17
8566,17
8567,5
8568,14
8569,16
8570,9
8571,11
8572,6
8573,5
8574,4
8575,7
8576,5
8577,6
8578,11
8579,7
8580,13
8581,13
8582,18
8583,6
8584,11
8585,19
8586,5
8587,0
8588,14
8589,17
8590,14
8591,0
8592,5
8593,3
8594,0
8595,12
